4.392286073573446470e-01,3.372645526974362706e-01
7.641526652283389121e-01,1.258449706361323694e-01
3.424578860621164261e-02,8.149495169563381047e-01
2.051609323386879846e-01,5.470566444426608887e-01
3.692187627567218855e-01,3.923685116570563292e-01
4.035513449893154414e-01,3.647500364165548459e-01
1.611363353575347435e-01,5.985863797730117675e-01
7.363417156640064132e-01,1.419003672118661352e-01
8.885614622233156679e-01,5.736708962839796866e-02
5.674809707813368576e-01,2.466904979696996625e-01
8.718768468870724542e-01,6.626032062175668536e-02
8.081878448660894110e-01,1.010112020084460160e-01
1.000000000000000000e+00,1.204511155823381655e-06
4.212188417107970428e-01,3.509879735006485313e-01
8.392716034356324517e-01,8.388630319077110264e-02
2.884088061301597894e-01,4.629661214794310031e-01
4.860294264458058788e-01,3.028456531394260742e-01
2.806375996775935522e-01,4.702501171808554647e-01
7.097325575964155142e-01,1.575466892634061200e-01
2.275110228831042081e-01,5.230227899392358992e-01
1.246448417470069764e-01,6.469533968239118416e-01
9.238488613526554261e-01,3.883144571610804008e-02
5.783531034254781877e-01,2.395097099071069602e-01
6.835734103435712194e-01,1.732172409008163605e-01
1.320432044279808981e-01,6.366267883290267493e-01
2.962304975996177814e-01,4.557314418245358434e-01
8.045511713732947379e-02,7.163580328671211861e-01
1.172993120466790246e-01,6.575137747272177258e-01
9.608911426170093639e-01,1.975132261860413838e-02
1.684203550923826509e-01,5.896128059228610274e-01
5.780665858591813033e-02,7.595736918926538905e-01
7.785244912647321103e-01,1.176624605012040609e-01
1.538699800106358151e-01,6.077434812414409526e-01
2.199814809017234252e-01,5.309810936180768826e-01
6.232308830228648899e-01,2.105542267945253454e-01
6.468700302374799094e-01,1.957200329655539028e-01
4.958269744272755797e-01,2.958527688355550578e-01
2.652365872228189536e-01,4.849923756953892218e-01
9.802694237989451054e-01,9.917493608297207192e-03
1.026966742153822970e-01,6.795422790262263257e-01
4.123461238988117561e-01,3.578609181030749653e-01
2.576490090163152669e-01,4.924110693011971018e-01
6.589765487169241265e-01,1.882288366035586025e-01
6.117227243642938683e-01,2.178762527796924697e-01
3.776561164177188457e-01,3.854662700579946644e-01
5.567546074276893409e-01,2.538423641751888504e-01
3.040998048578100188e-01,4.485513997550621412e-01
1.465752843758195700e-01,6.171505443507157018e-01
2.729069415518494135e-01,4.775971787065031449e-01
3.862630541674954010e-01,3.785016791730662078e-01
3.362543167106312736e-01,4.201281834768018641e-01
1.100271300662944429e-01,6.683039634291901843e-01
4.670044730886089290e-01,3.166267096558582628e-01
3.200239495680946011e-01,4.342985288905165664e-01
6.711747948629025462e-01,1.807501206583772557e-01
6.003442478560810924e-01,2.251834758845178974e-01
2.626071878111351648e-02,8.379529508154839323e-01
5.056995044263628003e-01,2.888766214711672720e-01
7.500983174280392296e-01,1.339200789115932155e-01
5.006153353249988280e-02,7.762581430712063302e-01
9.060725698666730610e-01,4.812505898380643743e-02
3.120277402174711501e-01,4.414088231508862537e-01
6.543303798346782052e-02,7.442029202968332147e-01
7.298156749625317463e-02,7.298514355534421183e-01
7.228113801987618992e-01,1.498202182432402108e-01
3.442449011524933988e-01,4.132781108057341779e-01
1.831014440251848840e-01,5.721008970730566690e-01
9.222182200775537464e-03,9.039732667296230817e-01
8.235570103576848044e-01,9.250282926558862917e-02
3.280680777592841491e-01,4.272321163279660383e-01
2.125873099765203667e-01,5.389334630964887074e-01
1.757427257592287795e-01,5.807878859605561939e-01
5.462485929339419011e-01,2.609172575118825499e-01
9.418590829544785104e-01,2.950885953262148004e-02
8.790820503249260898e-02,7.035097188417738234e-01
9.532124352210186169e-02,6.912642302286226004e-01
6.965184221063954739e-01,1.654257911599383568e-01
7.931774536224481809e-01,1.093984433467889011e-01
5.359242014795421172e-01,2.679343819792084358e-01
2.424996516657750845e-01,5.075600887054299015e-01
0.000000000000000000e+00,1.000003050302413987e+00
4.301469701737243301e-01,3.441458128271500105e-01
2.499526311268473466e-01,5.000515449712743532e-01
3.608824232982987823e-01,3.992683082019029550e-01
2.349337929788294921e-01,5.153052170096980023e-01
4.764417767785206759e-01,3.097557685425549323e-01
1.977864807766173960e-01,5.552713918930594073e-01
5.892656782057846820e-01,2.323652610384220607e-01
1.392524689396409387e-01,6.268372967098100323e-01
1.904953747399655284e-01,5.635469390308235349e-01
3.948581742249838711e-01,3.716258813548558027e-01
3.525886770558635530e-01,4.062110619943896106e-01
1.791183537484185295e-02,8.661695365705042171e-01
5.256701552285615309e-01,2.749719065488412384e-01
6.349006665964306295e-01,2.031957159283195313e-01
5.154730244311986898e-01,2.820393360562050700e-01
4.230363241811660457e-02,7.943258015704264263e-01
8.553666569381559448e-01,7.514260961429763963e-02
4.576388685819525737e-01,3.235137993263069167e-01
4.483772028239914609e-01,3.303927885836150935e-01
